# Cart-Pendulum Passive Drop Simulation
# Initial angle: -10.0 degrees
#
# Physical parameters:
#   M: 1.0
#   m_rod: 0.1
#   m_tip: 0.05
#   m_pend: 0.15000000000000002
#   L_rod: 0.8
#   l: 0.5333333333333333
#   I_pivot: 0.053333333333333344
#   b_x: 0.1
#   b_theta: 0.001
#   g: 9.81
#   M_t: 1.15
#   ml: 0.08000000000000002
#
# Columns: t [s], x [m], x_dot [m/s], theta [rad], theta_dot [rad/s]
#
0.000000	0.000000	0.000000	-0.174533	0.000000
0.010000	0.000010	0.001947	-0.174675	-0.028433
0.020000	0.000039	0.003894	-0.175102	-0.056902
0.030000	0.000088	0.005845	-0.175813	-0.085452
0.040000	0.000156	0.007802	-0.176811	-0.114130
0.050000	0.000244	0.009768	-0.178097	-0.142981
0.060000	0.000351	0.011745	-0.179672	-0.172049
0.070000	0.000479	0.013737	-0.181538	-0.201382
0.080000	0.000626	0.015746	-0.183700	-0.231024
0.090000	0.000794	0.017775	-0.186160	-0.261024
0.100000	0.000982	0.019827	-0.188922	-0.291427
0.110000	0.001190	0.021904	-0.191990	-0.322282
0.120000	0.001420	0.024009	-0.195369	-0.353635
0.130000	0.001671	0.026145	-0.199065	-0.385536
0.140000	0.001943	0.028314	-0.203082	-0.418034
0.150000	0.002237	0.030519	-0.207428	-0.451178
0.160000	0.002553	0.032762	-0.212108	-0.485019
0.170000	0.002892	0.035046	-0.217130	-0.519608
0.180000	0.003254	0.037374	-0.222503	-0.554996
0.190000	0.003640	0.039746	-0.228233	-0.591236
0.200000	0.004050	0.042167	-0.234330	-0.628381
0.210000	0.004483	0.044637	-0.240804	-0.666486
0.220000	0.004942	0.047158	-0.247664	-0.705606
0.230000	0.005427	0.049733	-0.254920	-0.745795
0.240000	0.005937	0.052362	-0.262583	-0.787111
0.250000	0.006474	0.055048	-0.270666	-0.829611
0.260000	0.007038	0.057791	-0.279180	-0.873353
0.270000	0.007630	0.060591	-0.288137	-0.918395
0.280000	0.008250	0.063450	-0.297552	-0.964797
0.290000	0.008899	0.066366	-0.307438	-1.012619
0.300000	0.009578	0.069340	-0.317809	-1.061920
0.310000	0.010286	0.072371	-0.328681	-1.112763
0.320000	0.011026	0.075457	-0.340070	-1.165207
0.330000	0.011796	0.078596	-0.351991	-1.219314
0.340000	0.012598	0.081784	-0.364462	-1.275145
0.350000	0.013432	0.085018	-0.377500	-1.332761
0.360000	0.014298	0.088293	-0.391123	-1.392222
0.370000	0.015198	0.091603	-0.405351	-1.453589
0.380000	0.016130	0.094942	-0.420202	-1.516920
0.390000	0.017096	0.098301	-0.435696	-1.582274
0.400000	0.018096	0.101671	-0.451854	-1.649707
0.410000	0.019130	0.105040	-0.468697	-1.719274
0.420000	0.020197	0.108396	-0.486247	-1.791028
0.430000	0.021298	0.111723	-0.504525	-1.865018
0.440000	0.022431	0.115006	-0.523555	-1.941294
0.450000	0.023598	0.118225	-0.543359	-2.019899
0.460000	0.024796	0.121360	-0.563961	-2.100874
0.470000	0.026024	0.124386	-0.585384	-2.184257
0.480000	0.027283	0.127277	-0.607654	-2.270082
0.490000	0.028569	0.130005	-0.630794	-2.358375
0.500000	0.029882	0.132536	-0.654830	-2.449162
0.510000	0.031219	0.134836	-0.679786	-2.542461
0.520000	0.032578	0.136866	-0.705687	-2.638284
0.530000	0.033956	0.138584	-0.732560	-2.736640
0.540000	0.035349	0.139946	-0.760429	-2.837530
0.550000	0.036753	0.140901	-0.789319	-2.940951
0.560000	0.038165	0.141399	-0.819256	-3.046893
0.570000	0.039580	0.141382	-0.850265	-3.155341
0.580000	0.040991	0.140793	-0.882371	-3.266276
0.590000	0.042393	0.139568	-0.915599	-3.379671
0.600000	0.043780	0.137643	-0.949973	-3.495498
0.610000	0.045144	0.134950	-0.985517	-3.613723
0.620000	0.046476	0.131418	-1.022255	-3.734307
0.630000	0.047769	0.126975	-1.060211	-3.857211
0.640000	0.049012	0.121547	-1.099407	-3.982393
0.650000	0.050196	0.115060	-1.139866	-4.109807
0.660000	0.051310	0.107440	-1.181610	-4.239407
0.670000	0.052341	0.098612	-1.224661	-4.371145
0.680000	0.053278	0.088506	-1.269040	-4.504973
